filepath,sb_id,time_uploaded_to_sb
out_data/01_Data_Prep.zip,63efb2c5d34efa0476b03854,2023-03-28 05:31 CST
out_data/02_Model_Code.zip,63efb2c5d34efa0476b03854,2023-03-28 05:31 CST
out_data/03_Model_Predictions.zip,63efb2c5d34efa0476b03854,2023-03-28 05:31 CST
out_xml/fgdc_metadata.xml,63efb2c5d34efa0476b03854,2023-03-29 19:33 CST
